Holder,Shares,Date Reported,% Out,Value,Ticker,Fetch_Date
Citadel Advisors Llc,205.53k,"Sep 30, 2024",0.26%,5676876,TGS,2025-02-05
Morgan Stanley,174.98k,"Sep 30, 2024",0.22%,4832975,TGS,2025-02-05
Millennium Management Llc,140.22k,"Sep 30, 2024",0.18%,3872904,TGS,2025-02-05
"Two Sigma Investments, LP",135.94k,"Sep 30, 2024",0.17%,3754773,TGS,2025-02-05
"Two Sigma Advisers, LP",80.9k,"Sep 30, 2024",0.10%,2234458,TGS,2025-02-05
Vr Advisory Services Ltd,3.41M,"Sep 30, 2024",0.87%,131317357,YPF,2025-02-05
Morgan Stanley,3.44M,"Sep 30, 2024",0.87%,132663178,YPF,2025-02-05
"Grantham, Mayo, Van Otterloo & Co. LLC",2.61M,"Sep 30, 2024",0.66%,100523687,YPF,2025-02-05
"Ping Capital Management, Inc.",2.09M,"Dec 31, 2024",0.53%,80578834,YPF,2025-02-05
"Russell Investments Group, Ltd.",1.73M,"Sep 30, 2024",0.44%,66597711,YPF,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,1.69M,"Sep 30, 2024",0.43%,65345166,YPF,2025-02-05
"NWI Management, L.P.",1.5M,"Sep 30, 2024",0.38%,57840002,YPF,2025-02-05
Millennium Management Llc,1.44M,"Sep 30, 2024",0.37%,55569666,YPF,2025-02-05
"Encompass Capital Advisors, LLC",1.37M,"Sep 30, 2024",0.35%,52902509,YPF,2025-02-05
TT International Asset Management LTD,1.25M,"Dec 31, 2024",0.32%,48294396,YPF,2025-02-05
Blackrock Inc.,6.74M,"Sep 30, 2024",7.20%,140302105,HUT,2025-02-05
Vanguard Group Inc,6.21M,"Sep 30, 2024",6.64%,129381141,HUT,2025-02-05
State Street Corporation,2.74M,"Sep 30, 2024",2.93%,57062809,HUT,2025-02-05
JAT Capital Mgmt LP,2.63M,"Sep 30, 2024",2.81%,54784435,HUT,2025-02-05
"Geode Capital Management, LLC",2.19M,"Sep 30, 2024",2.34%,45676997,HUT,2025-02-05
"Moore Capital Management, LP",1.75M,"Sep 30, 2024",1.87%,36385322,HUT,2025-02-05
Morgan Stanley,1.48M,"Sep 30, 2024",1.58%,30717494,HUT,2025-02-05
"Tidal Investments, LLC",1.39M,"Sep 30, 2024",1.48%,28848483,HUT,2025-02-05
Lone Pine Capital Llc,1.23M,"Sep 30, 2024",1.32%,25665896,HUT,2025-02-05
Van Eck Associates Corporation,1.04M,"Dec 31, 2024",1.11%,21588694,HUT,2025-02-05
Goldman Sachs Group Inc,4.14M,"Sep 30, 2024",0.40%,717355978,ARM,2025-02-05
"Dz Bank Ag Deutsche Zentral Genossenschafts Bank, Frankfurt Am Main",3.91M,"Sep 30, 2024",0.37%,677300520,ARM,2025-02-05
Bank of America Corporation,2.95M,"Sep 30, 2024",0.28%,510537775,ARM,2025-02-05
Morgan Stanley,2.9M,"Sep 30, 2024",0.28%,503126232,ARM,2025-02-05
Schroder Investment Management Group,2.59M,"Sep 30, 2024",0.25%,448676160,ARM,2025-02-05
Blackrock Inc.,2.5M,"Sep 30, 2024",0.24%,432874502,ARM,2025-02-05
"FMR, LLC",2.07M,"Sep 30, 2024",0.20%,357983390,ARM,2025-02-05
Alphabet Inc.,1.96M,"Sep 30, 2024",0.19%,339725425,ARM,2025-02-05
Nvidia Corp,1.96M,"Sep 30, 2024",0.19%,339725425,ARM,2025-02-05
Artisan Partners Limited Partnership,1.79M,"Sep 30, 2024",0.17%,310269320,ARM,2025-02-05
Folketrygdfondet,107.17M,"Sep 30, 2024",3.84%,2513033565,EQNR,2025-02-05
"FMR, LLC",14.35M,"Sep 30, 2024",0.51%,336579010,EQNR,2025-02-05
"Arrowstreet Capital, Limited Partnership",10.78M,"Sep 30, 2024",0.39%,252717961,EQNR,2025-02-05
Goldman Sachs Group Inc,4.43M,"Sep 30, 2024",0.16%,103852408,EQNR,2025-02-05
Bank of America Corporation,3.93M,"Sep 30, 2024",0.14%,92221419,EQNR,2025-02-05
Earnest Partners LLC,3.77M,"Sep 30, 2024",0.13%,88324099,EQNR,2025-02-05
"Wellington Management Group, LLP",3.75M,"Sep 30, 2024",0.13%,87966651,EQNR,2025-02-05
Morgan Stanley,2.61M,"Sep 30, 2024",0.09%,61309769,EQNR,2025-02-05
Balyasny Asset Management LLC,1.87M,"Sep 30, 2024",0.07%,43824064,EQNR,2025-02-05
"Two Sigma Investments, LP",1.31M,"Sep 30, 2024",0.05%,30694620,EQNR,2025-02-05
Vanguard Group Inc,122.58M,"Sep 30, 2024",8.53%,4496106864,FCX,2025-02-05
Blackrock Inc.,109.06M,"Sep 30, 2024",7.59%,4000248757,FCX,2025-02-05
Capital Research Global Investors,83.41M,"Sep 30, 2024",5.80%,3059323632,FCX,2025-02-05
State Street Corporation,60.55M,"Sep 30, 2024",4.21%,2220908838,FCX,2025-02-05
"Fisher Asset Management, LLC",59.41M,"Sep 30, 2024",4.13%,2179136626,FCX,2025-02-05
"FMR, LLC",50.23M,"Sep 30, 2024",3.50%,1842340093,FCX,2025-02-05
Bank of America Corporation,36.46M,"Sep 30, 2024",2.54%,1337234774,FCX,2025-02-05
"Geode Capital Management, LLC",28.89M,"Sep 30, 2024",2.01%,1059724016,FCX,2025-02-05
"Franklin Resources, Inc.",27.31M,"Sep 30, 2024",1.90%,1001741592,FCX,2025-02-05
Price (T.Rowe) Associates Inc,26.15M,"Sep 30, 2024",1.82%,959195212,FCX,2025-02-05
Vanguard Group Inc,98.74M,"Sep 30, 2024",8.78%,12392316286,TJX,2025-02-05
Blackrock Inc.,95.06M,"Sep 30, 2024",8.46%,11930616698,TJX,2025-02-05
State Street Corporation,47.56M,"Sep 30, 2024",4.23%,5968808258,TJX,2025-02-05
"FMR, LLC",40.34M,"Sep 30, 2024",3.59%,5062948478,TJX,2025-02-05
"Wellington Management Group, LLP",37.71M,"Sep 30, 2024",3.35%,4732683717,TJX,2025-02-05
JP Morgan Chase & Company,28.12M,"Sep 30, 2024",2.50%,3528984937,TJX,2025-02-05
Morgan Stanley,26.32M,"Sep 30, 2024",2.34%,3303295863,TJX,2025-02-05
"Geode Capital Management, LLC",23.86M,"Sep 30, 2024",2.12%,2994365418,TJX,2025-02-05
Bank of America Corporation,19.18M,"Sep 30, 2024",1.71%,2407859814,TJX,2025-02-05
Bank Of New York Mellon Corporation,19.14M,"Dec 31, 2024",1.70%,2402860123,TJX,2025-02-05
Schroder Investment Management Group,83.12M,"Sep 30, 2024",1.72%,492925839,ITUB,2025-02-05
"Westwood Global Investments, LLC",59.05M,"Sep 30, 2024",1.22%,350153621,ITUB,2025-02-05
JP Morgan Chase & Company,50.83M,"Sep 30, 2024",1.05%,301419015,ITUB,2025-02-05
"Fisher Asset Management, LLC",50.59M,"Sep 30, 2024",1.04%,299984655,ITUB,2025-02-05
"Arrowstreet Capital, Limited Partnership",43.87M,"Sep 30, 2024",0.91%,260132885,ITUB,2025-02-05
"William Blair Investment Management, LLC",43.05M,"Sep 30, 2024",0.89%,255308415,ITUB,2025-02-05
Robeco Institutional Asset Management B.V.,39.66M,"Dec 31, 2024",0.82%,235173208,ITUB,2025-02-05
"Franklin Resources, Inc.",27.9M,"Sep 30, 2024",0.58%,165444546,ITUB,2025-02-05
"FMR, LLC",23.48M,"Sep 30, 2024",0.48%,139262149,ITUB,2025-02-05
Vanguard Group Inc,23.12M,"Sep 30, 2024",0.48%,137098631,ITUB,2025-02-05
Vanguard Group Inc,60M,"Sep 30, 2024",8.89%,23895985270,ACN,2025-02-05
Blackrock Inc.,49.86M,"Sep 30, 2024",7.39%,19857179490,ACN,2025-02-05
State Street Corporation,27.4M,"Sep 30, 2024",4.06%,10912382937,ACN,2025-02-05
"Geode Capital Management, LLC",13.39M,"Sep 30, 2024",1.98%,5333237754,ACN,2025-02-05
Morgan Stanley,13.19M,"Sep 30, 2024",1.95%,5252007897,ACN,2025-02-05
Capital Research Global Investors,10.53M,"Sep 30, 2024",1.56%,4191869583,ACN,2025-02-05
Massachusetts Financial Services Co.,10.41M,"Sep 30, 2024",1.54%,4147015880,ACN,2025-02-05
"Wellington Management Group, LLP",9.91M,"Sep 30, 2024",1.47%,3948560338,ACN,2025-02-05
Capital International Investors,8.33M,"Sep 30, 2024",1.23%,3318095940,ACN,2025-02-05
JP Morgan Chase & Company,7.87M,"Sep 30, 2024",1.17%,3135455304,ACN,2025-02-05
Vanguard Group Inc,2.94M,"Sep 30, 2024",8.89%,13825939438,BKNG,2025-02-05
Blackrock Inc.,2.41M,"Sep 30, 2024",7.27%,11314641742,BKNG,2025-02-05
State Street Corporation,1.37M,"Sep 30, 2024",4.15%,6460073044,BKNG,2025-02-05
Capital World Investors,1.25M,"Sep 30, 2024",3.78%,5884200377,BKNG,2025-02-05
Price (T.Rowe) Associates Inc,1.05M,"Sep 30, 2024",3.17%,4922897831,BKNG,2025-02-05
JP Morgan Chase & Company,926.82k,"Sep 30, 2024",2.80%,4355498165,BKNG,2025-02-05
"Geode Capital Management, LLC",797.12k,"Sep 30, 2024",2.41%,3745959068,BKNG,2025-02-05
Dodge & Cox Inc,789.16k,"Sep 30, 2024",2.38%,3708561321,BKNG,2025-02-05
Morgan Stanley,710.96k,"Sep 30, 2024",2.15%,3341078411,BKNG,2025-02-05
"FMR, LLC",676.32k,"Sep 30, 2024",2.04%,3178300936,BKNG,2025-02-05
Vanguard Group Inc,112.64M,"Sep 30, 2024",9.68%,3062606534,CCL,2025-02-05
Blackrock Inc.,68.99M,"Sep 30, 2024",5.93%,1875922072,CCL,2025-02-05
State Street Corporation,41.43M,"Sep 30, 2024",3.56%,1126388242,CCL,2025-02-05
"Barrow, Hanley Mewhinney & Strauss, LLC",36.37M,"Sep 30, 2024",3.12%,988880525,CCL,2025-02-05
"BESSEMER GROUP, INCORPORATED",33.7M,"Sep 30, 2024",2.89%,916195943,CCL,2025-02-05
"Geode Capital Management, LLC",24.03M,"Sep 30, 2024",2.06%,653298493,CCL,2025-02-05
"Arrowstreet Capital, Limited Partnership",17.77M,"Sep 30, 2024",1.53%,483216583,CCL,2025-02-05
"Nuveen Asset Management, LLC",17.09M,"Sep 30, 2024",1.47%,464637765,CCL,2025-02-05
"Renaissance Technologies, LLC",15.38M,"Sep 30, 2024",1.32%,418098055,CCL,2025-02-05
Morgan Stanley,14.42M,"Sep 30, 2024",1.24%,392127471,CCL,2025-02-05
Vanguard Group Inc,117.62M,"Sep 30, 2024",9.35%,6550058936,CVS,2025-02-05
Blackrock Inc.,104.55M,"Sep 30, 2024",8.31%,5822362124,CVS,2025-02-05
Dodge & Cox Inc,63.03M,"Sep 30, 2024",5.01%,3510179039,CVS,2025-02-05
State Street Corporation,56.53M,"Sep 30, 2024",4.49%,3148039174,CVS,2025-02-05
Capital World Investors,48.22M,"Sep 30, 2024",3.83%,2685406762,CVS,2025-02-05
"FMR, LLC",28.33M,"Sep 30, 2024",2.25%,1577532874,CVS,2025-02-05
"Geode Capital Management, LLC",26.36M,"Sep 30, 2024",2.09%,1468081533,CVS,2025-02-05
Capital International Investors,25.45M,"Sep 30, 2024",2.02%,1417548539,CVS,2025-02-05
Morgan Stanley,22.25M,"Sep 30, 2024",1.77%,1239010135,CVS,2025-02-05
Norges Bank Investment Management,14.9M,"Jun 30, 2024",1.18%,829843686,CVS,2025-02-05
Vanguard Group Inc,71.95M,"Sep 30, 2024",11.15%,4969127663,DAL,2025-02-05
Blackrock Inc.,42.54M,"Sep 30, 2024",6.59%,2938149170,DAL,2025-02-05
"Sanders Capital, LLC",27.84M,"Sep 30, 2024",4.31%,1922740275,DAL,2025-02-05
Primecap Management Company,22.4M,"Sep 30, 2024",3.47%,1547256303,DAL,2025-02-05
State Street Corporation,21.81M,"Sep 30, 2024",3.38%,1506050482,DAL,2025-02-05
Capital International Investors,21.4M,"Sep 30, 2024",3.32%,1478211775,DAL,2025-02-05
"Wellington Management Group, LLP",19.85M,"Sep 30, 2024",3.08%,1370552280,DAL,2025-02-05
"Geode Capital Management, LLC",15.5M,"Sep 30, 2024",2.40%,1070563662,DAL,2025-02-05
Capital World Investors,15.13M,"Sep 30, 2024",2.35%,1045179279,DAL,2025-02-05
Harris Associates L.P.,12.62M,"Sep 30, 2024",1.96%,871806986,DAL,2025-02-05
Vanguard Group Inc,131.51M,"Sep 30, 2024",9.83%,7552359411,MDLZ,2025-02-05
Blackrock Inc.,95.53M,"Sep 30, 2024",7.14%,5486273916,MDLZ,2025-02-05
JP Morgan Chase & Company,60.99M,"Sep 30, 2024",4.56%,3502706773,MDLZ,2025-02-05
State Street Corporation,60.15M,"Sep 30, 2024",4.50%,3454528631,MDLZ,2025-02-05
Capital Research Global Investors,32.96M,"Sep 30, 2024",2.46%,1892717993,MDLZ,2025-02-05
"Geode Capital Management, LLC",28.2M,"Sep 30, 2024",2.11%,1619810574,MDLZ,2025-02-05
Bank of America Corporation,24.28M,"Sep 30, 2024",1.82%,1394546279,MDLZ,2025-02-05
Morgan Stanley,20.63M,"Sep 30, 2024",1.54%,1184624179,MDLZ,2025-02-05
"Ameriprise Financial, Inc.",19.1M,"Sep 30, 2024",1.43%,1096822496,MDLZ,2025-02-05
"FMR, LLC",18.26M,"Sep 30, 2024",1.37%,1048422387,MDLZ,2025-02-05
Vanguard Group Inc,40.23M,"Sep 30, 2024",10.45%,1407112947,MRNA,2025-02-05
Baillie Gifford and Company,38.89M,"Dec 31, 2024",10.11%,1360357175,MRNA,2025-02-05
Blackrock Inc.,25.03M,"Sep 30, 2024",6.50%,875619803,MRNA,2025-02-05
"FMR, LLC",17.38M,"Sep 30, 2024",4.52%,608028123,MRNA,2025-02-05
State Street Corporation,16.85M,"Sep 30, 2024",4.38%,589315468,MRNA,2025-02-05
Theleme Partners LLP,7.23M,"Sep 30, 2024",1.88%,252795594,MRNA,2025-02-05
"Geode Capital Management, LLC",7.07M,"Sep 30, 2024",1.84%,247293905,MRNA,2025-02-05
"Wellington Management Group, LLP",5.22M,"Sep 30, 2024",1.36%,182759478,MRNA,2025-02-05
Flagship Pioneering Inc.,4.63M,"Sep 30, 2024",1.20%,162032569,MRNA,2025-02-05
Invesco Ltd.,4.03M,"Sep 30, 2024",1.05%,140850606,MRNA,2025-02-05
Vanguard Group Inc,60.1M,"Sep 30, 2024",10.13%,2001241342,PINS,2025-02-05
Blackrock Inc.,46.97M,"Sep 30, 2024",7.92%,1563943754,PINS,2025-02-05
Elliott Investment Management L.P.,28M,"Sep 30, 2024",4.72%,932399978,PINS,2025-02-05
Norges Bank Investment Management,19.79M,"Jun 30, 2024",3.34%,659048543,PINS,2025-02-05
"Wellington Management Group, LLP",19.03M,"Sep 30, 2024",3.21%,633787563,PINS,2025-02-05
State Street Corporation,12.77M,"Sep 30, 2024",2.15%,425362601,PINS,2025-02-05
Price (T.Rowe) Associates Inc,12.45M,"Sep 30, 2024",2.10%,414446162,PINS,2025-02-05
"FMR, LLC",12.28M,"Sep 30, 2024",2.07%,409014666,PINS,2025-02-05
"Geode Capital Management, LLC",9.47M,"Sep 30, 2024",1.60%,315237273,PINS,2025-02-05
"Ameriprise Financial, Inc.",9.11M,"Sep 30, 2024",1.54%,303292996,PINS,2025-02-05
Vanguard Group Inc,138.26M,"Sep 30, 2024",8.89%,18109894359,PM,2025-02-05
Capital World Investors,118.37M,"Sep 30, 2024",7.61%,15503790885,PM,2025-02-05
Blackrock Inc.,101.69M,"Sep 30, 2024",6.54%,13318808793,PM,2025-02-05
Capital International Investors,97.5M,"Sep 30, 2024",6.27%,12770972255,PM,2025-02-05
Capital Research Global Investors,56.34M,"Sep 30, 2024",3.62%,7379430379,PM,2025-02-05
State Street Corporation,54.71M,"Sep 30, 2024",3.52%,7166127884,PM,2025-02-05
GQG Partners LLC,42.65M,"Sep 30, 2024",2.74%,5586853613,PM,2025-02-05
"Geode Capital Management, LLC",32.1M,"Sep 30, 2024",2.06%,4204631280,PM,2025-02-05
JP Morgan Chase & Company,26.91M,"Sep 30, 2024",1.73%,3525323572,PM,2025-02-05
"FMR, LLC",23.17M,"Sep 30, 2024",1.49%,3034602958,PM,2025-02-05
Baillie Gifford and Company,5.52M,"Dec 31, 2024",2.99%,2564145653,RACE,2025-02-05
Vanguard Group Inc,4.65M,"Sep 30, 2024",2.52%,2157298434,RACE,2025-02-05
Amundi,3.64M,"Sep 30, 2024",1.97%,1691451273,RACE,2025-02-05
Bank of America Corporation,2.7M,"Sep 30, 2024",1.46%,1251405185,RACE,2025-02-05
Jennison Associates LLC,2.69M,"Dec 31, 2024",1.46%,1249509897,RACE,2025-02-05
Bank of Italy,2.34M,"Dec 31, 2024",1.27%,1086028213,RACE,2025-02-05
JP Morgan Chase & Company,1.86M,"Sep 30, 2024",1.01%,863964358,RACE,2025-02-05
Norges Bank Investment Management,1.82M,"Jun 30, 2024",0.99%,846281504,RACE,2025-02-05
Alliancebernstein L.P.,1.65M,"Sep 30, 2024",0.90%,767648646,RACE,2025-02-05
Bank Of New York Mellon Corporation,1.61M,"Dec 31, 2024",0.87%,748324416,RACE,2025-02-05
Vanguard Group Inc,32.65M,"Sep 30, 2024",9.49%,383343888,RIOT,2025-02-05
Blackrock Inc.,23.2M,"Sep 30, 2024",6.74%,272319919,RIOT,2025-02-05
State Street Corporation,7.45M,"Sep 30, 2024",2.17%,87483519,RIOT,2025-02-05
"Geode Capital Management, LLC",7.24M,"Sep 30, 2024",2.10%,84979589,RIOT,2025-02-05
"Susquehanna International Group, LLP",6.41M,"Sep 30, 2024",1.86%,75288360,RIOT,2025-02-05
Morgan Stanley,4.56M,"Sep 30, 2024",1.33%,53586911,RIOT,2025-02-05
Nomura Holdings Inc.,4.09M,"Sep 30, 2024",1.19%,48061586,RIOT,2025-02-05
Dimensional Fund Advisors LP,3.92M,"Sep 30, 2024",1.14%,46027948,RIOT,2025-02-05
Invesco Ltd.,3.09M,"Sep 30, 2024",0.90%,36323383,RIOT,2025-02-05
Van Eck Associates Corporation,2.88M,"Dec 31, 2024",0.84%,33869688,RIOT,2025-02-05
"FMR, LLC",14.57M,"Sep 30, 2024",11.39%,1189670896,ROKU,2025-02-05
Vanguard Group Inc,12.06M,"Sep 30, 2024",9.43%,984977853,ROKU,2025-02-05
"ARK Investment Management, LLC",10.67M,"Dec 31, 2024",8.34%,871365223,ROKU,2025-02-05
Blackrock Inc.,7.61M,"Sep 30, 2024",5.95%,621376597,ROKU,2025-02-05
"Nikko Asset Management Americas, Inc.",6.21M,"Sep 30, 2024",4.85%,506872513,ROKU,2025-02-05
"Sumitomo Mitsui Trust Holdings, Inc.",5.6M,"Dec 31, 2024",4.38%,456892424,ROKU,2025-02-05
State Street Corporation,2.65M,"Sep 30, 2024",2.07%,216014550,ROKU,2025-02-05
Baillie Gifford and Company,2.64M,"Dec 31, 2024",2.06%,215279537,ROKU,2025-02-05
Balyasny Asset Management LLC,2.39M,"Sep 30, 2024",1.87%,195192248,ROKU,2025-02-05
"Geode Capital Management, LLC",2.09M,"Sep 30, 2024",1.63%,170684347,ROKU,2025-02-05
Toronto Dominion Bank,185.43M,"Sep 30, 2024",10.42%,15180777270,SCHW,2025-02-05
Vanguard Group Inc,127.39M,"Sep 30, 2024",7.16%,10429488911,SCHW,2025-02-05
Blackrock Inc.,103.78M,"Sep 30, 2024",5.83%,8496257824,SCHW,2025-02-05
Dodge & Cox Inc,89.59M,"Sep 30, 2024",5.03%,7334556543,SCHW,2025-02-05
Price (T.Rowe) Associates Inc,87.81M,"Sep 30, 2024",4.93%,7189330783,SCHW,2025-02-05
State Street Corporation,62.08M,"Sep 30, 2024",3.49%,5082198886,SCHW,2025-02-05
JP Morgan Chase & Company,48.31M,"Sep 30, 2024",2.71%,3954899462,SCHW,2025-02-05
"Geode Capital Management, LLC",30.14M,"Sep 30, 2024",1.69%,2467679857,SCHW,2025-02-05
Massachusetts Financial Services Co.,28.68M,"Sep 30, 2024",1.61%,2347974779,SCHW,2025-02-05
Harris Associates L.P.,28.23M,"Sep 30, 2024",1.59%,2311009817,SCHW,2025-02-05
Blackrock Inc.,1.61M,"Sep 30, 2024",5.56%,7327235,SPCE,2025-02-05
Vanguard Group Inc,1.22M,"Sep 30, 2024",4.22%,5552493,SPCE,2025-02-05
"Shaw D.E. & Co., Inc.",1.17M,"Sep 30, 2024",4.06%,5340106,SPCE,2025-02-05
Millennium Management Llc,584.53k,"Sep 30, 2024",2.02%,2665479,SPCE,2025-02-05
State Street Corporation,518.84k,"Sep 30, 2024",1.80%,2365887,SPCE,2025-02-05
"Geode Capital Management, LLC",508.09k,"Sep 30, 2024",1.76%,2316881,SPCE,2025-02-05
"Two Sigma Investments, LP",411.54k,"Sep 30, 2024",1.43%,1876617,SPCE,2025-02-05
Morgan Stanley,314.54k,"Sep 30, 2024",1.09%,1434284,SPCE,2025-02-05
Goldman Sachs Group Inc,296.52k,"Sep 30, 2024",1.03%,1352135,SPCE,2025-02-05
"Nuveen Asset Management, LLC",279.38k,"Sep 30, 2024",0.97%,1273972,SPCE,2025-02-05
Bpifrance SA,192.7M,"Dec 31, 2024",6.10%,2491661576,STLA,2025-02-05
Amundi,97.64M,"Sep 30, 2024",3.09%,1262448534,STLA,2025-02-05
Vanguard Group Inc,82.45M,"Sep 30, 2024",2.61%,1066060436,STLA,2025-02-05
Goldman Sachs Group Inc,43.37M,"Sep 30, 2024",1.37%,560715320,STLA,2025-02-05
Norges Bank Investment Management,38.03M,"Jun 30, 2024",1.20%,491742664,STLA,2025-02-05
Bank of Italy,35.58M,"Dec 31, 2024",1.13%,460036506,STLA,2025-02-05
JP Morgan Chase & Company,31.06M,"Sep 30, 2024",0.98%,401647418,STLA,2025-02-05
Capital International Investors,29.81M,"Sep 30, 2024",0.94%,385466117,STLA,2025-02-05
UBS Group AG,23.17M,"Sep 30, 2024",0.73%,299546640,STLA,2025-02-05
Bank of America Corporation,21.4M,"Sep 30, 2024",0.68%,276753312,STLA,2025-02-05
Vanguard Group Inc,19.78M,"Sep 30, 2024",12.30%,1722360493,SWKS,2025-02-05
Blackrock Inc.,16.03M,"Sep 30, 2024",9.97%,1395828077,SWKS,2025-02-05
State Street Corporation,7.73M,"Sep 30, 2024",4.81%,673460798,SWKS,2025-02-05
"Charles Schwab Investment Management, Inc.",4.83M,"Sep 30, 2024",3.01%,420696899,SWKS,2025-02-05
"Pacer Advisors, Inc.",4.44M,"Dec 31, 2024",2.76%,386897841,SWKS,2025-02-05
"Geode Capital Management, LLC",4.14M,"Sep 30, 2024",2.58%,360828091,SWKS,2025-02-05
Pzena Investment Management Llc,4.09M,"Sep 30, 2024",2.55%,356484628,SWKS,2025-02-05
"Vulcan Value Partners, LLC",4.1M,"Sep 30, 2024",2.55%,356682386,SWKS,2025-02-05
FIL LTD,3.49M,"Sep 30, 2024",2.17%,304108358,SWKS,2025-02-05
Morgan Stanley,2.72M,"Sep 30, 2024",1.69%,236476629,SWKS,2025-02-05
Oaktree Capital Management LP,2.49M,"Sep 30, 2024",1.44%,11387489,BAK,2025-02-05
MBB Public Markets I LLC,1.34M,"Sep 30, 2024",0.78%,6145763,BAK,2025-02-05
Millennium Management Llc,1.32M,"Sep 30, 2024",0.77%,6042275,BAK,2025-02-05
Covalis Capital LLP,923.64k,"Sep 30, 2024",0.53%,4221021,BAK,2025-02-05
Marshall Wace LLP,688.94k,"Sep 30, 2024",0.40%,3148465,BAK,2025-02-05
Vanguard Group Inc,560.47k,"Sep 30, 2024",0.32%,2561329,BAK,2025-02-05
Optiver Holding B.v.,379.38k,"Sep 30, 2024",0.22%,1733752,BAK,2025-02-05
Citadel Advisors Llc,334.05k,"Sep 30, 2024",0.19%,1526590,BAK,2025-02-05
Walleye Capital LLC,318.96k,"Sep 30, 2024",0.18%,1457628,BAK,2025-02-05
State Street Corporation,228.11k,"Sep 30, 2024",0.13%,1042462,BAK,2025-02-05
Grace & White Inc /ny,817.06k,"Dec 31, 2024",0.80%,3112987,LND,2025-02-05
Glenorchy Capital Ltd,109.58k,"Sep 30, 2024",0.11%,417515,LND,2025-02-05
"Renaissance Technologies, LLC",116.05k,"Sep 30, 2024",0.11%,442135,LND,2025-02-05
U.S. Bancorp\DE\,91.27k,"Sep 30, 2024",0.09%,347753,LND,2025-02-05
Windmill Hill Asset Management Ltd,70.9k,"Dec 31, 2024",0.07%,270121,LND,2025-02-05
"Commonwealth Equity Services, LLC",32.62k,"Sep 30, 2024",0.03%,124293,LND,2025-02-05
FCA Corp /TX,27.43k,"Sep 30, 2024",0.03%,104515,LND,2025-02-05
Blackrock Inc.,27k,"Sep 30, 2024",0.03%,102877,LND,2025-02-05
Morgan Stanley,29.18k,"Sep 30, 2024",0.03%,111168,LND,2025-02-05
Citadel Advisors Llc,26.64k,"Sep 30, 2024",0.03%,101498,LND,2025-02-05
Robeco Institutional Asset Management B.V.,4.52M,"Dec 31, 2024",0.93%,60503627,TIMB,2025-02-05
"Arrowstreet Capital, Limited Partnership",1.78M,"Sep 30, 2024",0.37%,23846412,TIMB,2025-02-05
Macquarie Group Limited,1.72M,"Sep 30, 2024",0.36%,23044270,TIMB,2025-02-05
"Renaissance Technologies, LLC",1.44M,"Sep 30, 2024",0.30%,19222497,TIMB,2025-02-05
"Itau Unibanco Holding, S.A.",1.07M,"Sep 30, 2024",0.22%,14373495,TIMB,2025-02-05
JP Morgan Chase & Company,810.87k,"Sep 30, 2024",0.17%,10857562,TIMB,2025-02-05
Blackrock Inc.,757.85k,"Sep 30, 2024",0.16%,10147544,TIMB,2025-02-05
Connor Clark & Lunn Investment Management Ltd,707.71k,"Sep 30, 2024",0.15%,9476237,TIMB,2025-02-05
Healthcare of Ontario Pension Plan Trust Fund,700k,"Sep 30, 2024",0.14%,9373000,TIMB,2025-02-05
State Street Corporation,583.72k,"Sep 30, 2024",0.12%,7816064,TIMB,2025-02-05
Artisan Partners Limited Partnership,21.38M,"Sep 30, 2024",1.31%,190101775,VIV,2025-02-05
Robeco Institutional Asset Management B.V.,15.19M,"Dec 31, 2024",0.93%,135062530,VIV,2025-02-05
Blackrock Inc.,5.49M,"Sep 30, 2024",0.34%,48766888,VIV,2025-02-05
Macquarie Group Limited,3.12M,"Sep 30, 2024",0.19%,27748758,VIV,2025-02-05
Brandes Investment Partners L.P.,2.96M,"Sep 30, 2024",0.18%,26297696,VIV,2025-02-05
"Driehaus Capital Management, LLC",2.93M,"Sep 30, 2024",0.18%,26041282,VIV,2025-02-05
abrdn plc,2.73M,"Dec 31, 2024",0.17%,24269612,VIV,2025-02-05
"Arrowstreet Capital, Limited Partnership",2.46M,"Sep 30, 2024",0.15%,21846144,VIV,2025-02-05
"Renaissance Technologies, LLC",2M,"Sep 30, 2024",0.12%,17780000,VIV,2025-02-05
Bank of America Corporation,1.59M,"Sep 30, 2024",0.10%,14159876,VIV,2025-02-05
Atlas FRM LLC,15.32M,"Sep 30, 2024",4.13%,158562005,SUZ,2025-02-05
State Street Corporation,4.6M,"Sep 30, 2024",1.24%,47587242,SUZ,2025-02-05
Kapitalo Investimentos Ltda,3.54M,"Sep 30, 2024",0.95%,36625794,SUZ,2025-02-05
Morgan Stanley,1.89M,"Sep 30, 2024",0.51%,19516395,SUZ,2025-02-05
UBS Group AG,1.79M,"Sep 30, 2024",0.48%,18560003,SUZ,2025-02-05
American Century Companies Inc,881.98k,"Sep 30, 2024",0.24%,9128524,SUZ,2025-02-05
Blackrock Inc.,795.47k,"Sep 30, 2024",0.21%,8233104,SUZ,2025-02-05
DekaBank Deutsche Girozentrale,778.87k,"Dec 31, 2024",0.21%,8061263,SUZ,2025-02-05
"Mirae Asset Global Investments Co., Ltd.",696.73k,"Dec 31, 2024",0.19%,7211104,SUZ,2025-02-05
"Itau Unibanco Holding, S.A.",651.04k,"Sep 30, 2024",0.18%,6738274,SUZ,2025-02-05
